Fukui_Awara,福井県あわら市,芦原館,100606,芦原図書館,あわら市芦原図書館,http://lib.city.awara.lg.jp/index.html,福井県あわら市二面32-21,福井県,あわら市,910-4103,0776-78-7246,"136.1943755,36.2224146",MEDIUM,,136.1943755,36.2224146
Fukui_Awara,福井県あわら市,金津館,100607,金津図書館,あわら市金津図書館,http://lib.city.awara.lg.jp/index.html,福井県あわら市春宮二丁目14番1号,福井県,あわら市,919-0632,0776-73-1011,"136.230097,36.217354",MEDIUM,,136.230097,36.217354
Fukui_Echizenshi,福井県越前市,中央図書館,100608,中央図書館,越前市中央図書館,http://lib-city-echizen.jp/,福井県越前市高瀬2丁目7-24,福井県,越前市,915-0832,0778-22-0354,"136.1592338,35.8990183",MEDIUM,,136.1592338,35.8990183
Fukui_Echizenshi,福井県越前市,今立図書館,100609,今立図書館,越前市今立図書館,http://lib-city-echizen.jp/,福井県越前市定友町21-3-1,福井県,越前市,915-0231,0778-43-0229,"136.2471873,35.9192098",MEDIUM,,136.2471873,35.9192098
Fukui_Echizen_Town,福井県越前町,宮崎分館,105034,宮崎分館,越前町立図書館宮崎分館,http://lib.town.echizen.fukui.jp/index.html,福井県丹生郡越前町江波50-80-1 宮崎コミュニティセンター1階,福井県,丹生郡越前町,916-0255,0778-32-7712,"136.073733,35.942351",MEDIUM,,136.073733,35.942351
Fukui_Echizen_Town,福井県越前町,町立図書館,105033,越前町立図書館,越前町立図書館,http://lib.town.echizen.fukui.jp/index.html,福井県丹生郡越前町西田中2丁目210,福井県,丹生郡越前町,916-0141,0778-34-0395,"136.136837,35.976789",MEDIUM,,136.136837,35.976789
Fukui_Echizen_Town,福井県越前町,織田分館,105035,織田分館,越前町立図書館織田分館,http://lib.town.echizen.fukui.jp/index.html,福井県丹生郡越前町織田153-1-8,福井県,丹生郡越前町,916-0215,0778-36-2288,"136.0546674,35.9588385",MEDIUM,,136.0546674,35.9588385
Fukui_Echizen_Town,福井県越前町,越前分館,105032,越前分館,越前町立図書館越前分館,http://lib.town.echizen.fukui.jp/index.html,福井県丹生郡越前町道口1-24-1,福井県,丹生郡越前町,916-0421,0778-37-7713,"135.9962077,35.9361443",MEDIUM,,135.9962077,35.9361443
Fukui_Eiheiji,福井県永平寺町,上志比館,100610,上志比図書館,永平寺町立図書館上志比館,http://lib.town.eiheiji.lg.jp/,福井県吉田郡永平寺町石上29-67-1,福井県,吉田郡永平寺町,910-1313,0776-64-3170,"136.4030713,36.0708696",MEDIUM,,136.4030713,36.0708696
Fukui_Eiheiji,福井県永平寺町,永平寺館,100611,永平寺図書館,永平寺町立図書館永平寺館,http://lib.town.eiheiji.lg.jp/,福井県吉田郡永平寺町東古市10-5 永平寺支所内,福井県,吉田郡永平寺町,910-1212,0776-63-3111,"136.328783,36.096316",MEDIUM,,136.328783,36.096316
Fukui_Eiheiji,福井県永平寺町,町立図書館,100612,永平寺町立図書館,永平寺町立図書館,http://lib.town.eiheiji.lg.jp/,福井県吉田郡永平寺町松岡神明3-89-1,福井県,吉田郡永平寺町,910-1117,0776-61-7117,"136.3000757,36.0917204",MEDIUM,,136.3000757,36.0917204
Fukui_Fukui,福井県福井市,みどり移動図書館,120535,フェニックス号,福井市移動図書館「フェニックス号」,http://lib.city.fukui.fukui.jp/,福井県福井市若杉3-301,福井県,福井市,918-8055,0776-34-8859 [みどり図書館],"136.1912387,36.0519877",BM,,136.1912387,36.0519877
Fukui_Fukui,福井県福井市,みどり館,112177,みどり図書館,福井市立みどり図書館,http://lib.city.fukui.fukui.jp/,福井県福井市若杉3丁目301番地,福井県,福井市,918-8055,0776-34-8859,"136.1912387,36.0519877",MEDIUM,,136.1912387,36.0519877
Fukui_Fukui,福井県福井市,市立図書館,112173,福井市立図書館,福井市立図書館,http://lib.city.fukui.fukui.jp/,福井県福井市文京2丁目7番7号,福井県,福井市,910-0017,0776-20-5000,"136.2168996,36.0774457",MEDIUM,,136.2168996,36.0774457
Fukui_Fukui,福井県福井市,桜木図書館,112175,桜木図書館,福井市立桜木図書館,http://lib.city.fukui.fukui.jp/,福井県福井市手寄1丁目4番1号 アオッサ4階,福井県,福井市,910-0858,0776-20-1530,"136.223436,36.060553",MEDIUM,,136.223436,36.060553
Fukui_Fukui,福井県福井市,清水図書館,100613,清水図書館,福井市立清水図書館,http://lib.city.fukui.fukui.jp/,福井県福井市風巻町第21号17番地,福井県,福井市,910-3622,0776-98-3820,"136.145072,36.0262622",MEDIUM,,136.145072,36.0262622
Fukui_Fukui,福井県福井市,移動図書館,112174,あじさい号,福井市移動図書館「あじさい号」,http://lib.city.fukui.fukui.jp/,福井県福井市文京2丁目7番7号,福井県,福井市,910-0017,0776-20-5002,"136.2168996,36.0774457",BM,,136.2168996,36.0774457
Fukui_Fukui,福井県福井市,美山図書館,112176,美山図書館,福井市立美山図書館,http://lib.city.fukui.fukui.jp/,福井県福井市美山町第2号12番地,福井県,福井市,910-2351,0776-90-1700,"136.359081,36.000234",MEDIUM,,136.359081,36.000234
Fukui_Ikeda,福井県池田町,池田町立図書館,121696,池田町立図書館,池田町立図書館,http://www.town.ikeda.fukui.jp/kurashi/bunka/1408/p001289.html,福井県今立郡池田町薮田5-1,福井県,今立郡池田町,910-2511,0778-44-8015,"136.344993,35.894808",MEDIUM,,136.344993,35.894808
Fukui_Katsuyama,福井県勝山市,本館,100614,勝山市立図書館,勝山市立図書館,http://tosyokan.city.katsuyama.fukui.jp/,福井県勝山市昭和町1丁目7-28,福井県,勝山市,911-0802,0779-88-6000,"136.5038115,36.0617616",MEDIUM,,136.5038115,36.0617616
Fukui_Mihama,福井県美浜町,美浜町立図書館,112122,美浜町立図書館,美浜町立図書館,http://www.town.mihama.fukui.jp/www/section/detail.jsp?id=520,福井県三方郡美浜町郷市29-3 美浜町生涯学習センター内,福井県,三方郡美浜町,919-1141,0770-32-0083,"135.939615,35.600411",MEDIUM,,135.939615,35.600411
